method,PIEs,MPPs,events,wind_size,result,processed_time(ms),query_include_finish_rels
PieStream,4,3,1000,1000000,23,28
PieStream,4,3,1000,1000000,23,26
PieStream,4,3,10000,1000000,185,71
PieStream,4,3,10000,1000000,185,70
PieStream,4,3,100000,1000000,1862,272
PieStream,4,3,100000,1000000,1862,260
PieStream,4,3,1000000,1000000,17797,1861
PieStream,4,3,1000000,1000000,17797,1697
