(DELL_G7)method,PIEs,MPPs,events,wind_size,rates,avg_process_latency(ns),result,all_used_time(ms)
PieStream,4,3,10000000,10000,10000000,4509,37024,20606
PieStream,4,3,10000000,10000,1000000,4881,37024,21810
PieStream,4,3,10000000,10000,100000,17987,37024,99776
