(DELL_G7)method,PIEs,MPPs,events,wind_size,rates,avg_process_latency(ns),result,all_used_time(ms)
PieStream,4,3,10000000,10000,10000000,4579,37024,21774
PieStream,4,3,10000000,10000,1000000,4875,37024,23330
PieStream,4,3,10000000,10000,100000,18577,37024,99825
